transaction_date,store_id,store_size,location_type,promotion_type,is_weekend,is_festival,competition_density,items_sold
2023-01-15,1,medium,semi-urban,category_offer,1,0,3,281
2023-01-20,40,small,semi-urban,category_offer,0,0,7,163
2023-01-20,12,small,urban,bogo,0,0,9,267
2023-01-21,36,medium,semi-urban,flat_discount,1,0,6,308
2023-01-21,45,medium,urban,loyalty_points,1,0,2,347
2023-01-22,23,small,rural,bogo,1,1,1,373
2023-01-23,47,small,semi-urban,category_offer,0,0,2,181
2023-01-24,31,small,semi-urban,bogo,0,0,1,262
2023-01-24,11,large,urban,flat_discount,0,0,9,294
2023-01-25,10,medium,urban,flat_discount,0,1,8,378
2023-01-26,3,medium,urban,free_gift,0,0,7,256
2023-01-26,14,small,semi-urban,loyalty_points,0,0,3,160
2023-01-27,16,medium,urban,bogo,0,0,8,303
2023-01-28,10,small,semi-urban,bogo,1,0,2,217
2023-01-31,29,small,rural,bogo,0,0,2,170
2023-01-31,10,medium,rural,free_gift,0,0,3,216
2023-01-31,12,small,semi-urban,bogo,0,0,7,226
2023-01-31,30,small,urban,loyalty_points,0,0,1,217
2023-02-01,41,small,rural,free_gift,0,1,8,206
2023-02-01,1,small,rural,free_gift,0,0,7,148
2023-02-02,5,small,urban,flat_discount,0,1,4,342
2023-02-02,20,medium,semi-urban,loyalty_points,0,0,5,234
2023-02-02,8,large,urban,flat_discount,0,0,1,341
2023-02-03,43,medium,rural,flat_discount,0,0,4,261
2023-02-04,12,medium,rural,category_offer,1,0,1,271
2023-02-05,1,small,urban,free_gift,1,0,1,273
2023-02-05,20,large,rural,bogo,1,0,1,334
2023-02-05,28,medium,semi-urban,bogo,1,0,7,273
2023-02-05,43,small,rural,category_offer,1,0,7,201
2023-02-06,37,medium,semi-urban,flat_discount,0,0,4,285
2023-02-06,47,small,rural,category_offer,0,0,2,191
2023-02-06,37,medium,urban,category_offer,0,0,3,306
2023-02-07,12,medium,urban,bogo,0,0,8,288
2023-02-08,37,large,urban,free_gift,0,1,8,419
2023-02-09,49,medium,rural,bogo,0,0,6,237
2023-02-10,49,medium,rural,category_offer,0,0,9,229
2023-02-11,44,large,rural,free_gift,1,0,9,287
2023-02-12,28,small,rural,bogo,1,0,4,270
2023-02-17,47,small,urban,free_gift,0,1,1,363
2023-02-18,15,medium,urban,loyalty_points,1,0,1,307
2023-02-22,6,medium,urban,bogo,0,0,5,310
2023-02-22,44,medium,urban,loyalty_points,0,0,2,296
2023-02-23,20,large,urban,bogo,0,0,6,338
2023-02-23,50,medium,semi-urban,flat_discount,0,1,7,295
2023-02-24,14,medium,urban,flat_discount,0,0,1,355
2023-02-24,2,medium,urban,bogo,0,0,6,290
2023-02-26,9,large,urban,flat_discount,1,0,8,369
2023-03-01,37,large,urban,flat_discount,0,0,5,358
2023-03-05,20,large,rural,loyalty_points,1,0,7,258
2023-03-08,26,small,rural,loyalty_points,0,0,6,126
2023-03-08,29,medium,rural,category_offer,0,0,4,214
2023-03-11,1,small,semi-urban,flat_discount,1,1,7,289
2023-03-11,35,small,urban,flat_discount,1,0,9,275
2023-03-11,6,small,rural,flat_discount,1,0,7,235
2023-03-14,37,medium,urban,category_offer,0,0,5,258
2023-03-14,5,medium,urban,loyalty_points,0,1,7,290
2023-03-18,33,small,urban,bogo,1,0,3,355
2023-03-18,49,medium,urban,flat_discount,1,0,2,346
2023-03-18,14,medium,urban,free_gift,1,0,5,355
2023-03-19,12,medium,urban,bogo,1,0,4,346
2023-03-20,42,small,semi-urban,bogo,0,0,5,207
2023-03-21,20,medium,urban,free_gift,0,0,8,272
2023-03-21,50,large,urban,category_offer,0,0,4,302
2023-03-23,24,small,rural,flat_discount,0,0,9,148
2023-03-25,43,small,urban,flat_discount,1,0,7,325
2023-03-26,34,medium,urban,loyalty_points,1,0,7,278
2023-03-28,25,large,rural,flat_discount,0,1,8,294
2023-03-29,50,medium,urban,flat_discount,0,0,6,320
2023-03-29,29,medium,urban,flat_discount,0,0,8,268
2023-03-29,39,medium,semi-urban,flat_discount,0,0,3,245
2023-03-30,31,medium,urban,bogo,0,0,1,272
2023-03-31,47,small,semi-urban,category_offer,0,0,6,230
2023-03-31,43,medium,rural,bogo,0,0,1,224
2023-04-01,50,large,urban,bogo,1,0,9,379
2023-04-01,23,medium,semi-urban,category_offer,1,0,2,306
2023-04-02,44,large,semi-urban,free_gift,1,0,2,344
2023-04-02,38,medium,urban,loyalty_points,1,0,7,292
2023-04-05,20,small,semi-urban,loyalty_points,0,0,2,146
2023-04-05,23,large,urban,flat_discount,0,0,8,300
2023-04-06,45,small,semi-urban,category_offer,0,0,6,191
2023-04-09,16,medium,urban,free_gift,1,0,7,294
2023-04-11,50,small,semi-urban,loyalty_points,0,0,7,179
2023-04-12,42,small,urban,free_gift,0,0,6,249
2023-04-13,8,medium,rural,loyalty_points,0,1,9,287
2023-04-14,50,small,urban,category_offer,0,0,9,182
2023-04-15,21,medium,semi-urban,flat_discount,1,0,7,348
2023-04-16,1,medium,semi-urban,free_gift,1,0,9,292
2023-04-16,8,small,semi-urban,loyalty_points,1,1,3,310
2023-04-16,29,small,semi-urban,loyalty_points,1,1,3,338
2023-04-18,32,medium,semi-urban,flat_discount,0,0,1,326
2023-04-19,38,medium,rural,category_offer,0,1,5,249
2023-04-19,5,medium,rural,bogo,0,0,4,242
2023-04-20,47,medium,urban,flat_discount,0,0,2,239
2023-04-20,22,large,semi-urban,bogo,0,0,9,302
2023-04-21,47,medium,rural,flat_discount,0,0,3,245
2023-04-21,34,medium,rural,category_offer,0,0,8,195
2023-04-21,1,medium,rural,bogo,0,0,6,225
2023-04-22,26,small,urban,category_offer,1,1,5,298
2023-04-22,43,medium,urban,flat_discount,1,0,1,356
2023-04-23,10,large,semi-urban,bogo,1,0,4,394
2023-04-27,30,medium,semi-urban,flat_discount,0,0,3,246
2023-04-30,50,large,semi-urban,flat_discount,1,0,1,363
2023-04-30,18,large,semi-urban,flat_discount,1,0,5,300
2023-05-03,17,large,rural,flat_discount,0,0,6,278
2023-05-03,26,large,urban,free_gift,0,1,2,394
2023-05-04,8,medium,rural,bogo,0,0,3,231
2023-05-04,47,medium,semi-urban,bogo,0,0,6,247
2023-05-05,40,medium,urban,bogo,0,0,4,298
2023-05-06,49,medium,semi-urban,loyalty_points,1,0,9,262
2023-05-07,12,medium,rural,loyalty_points,1,1,5,287
2023-05-08,27,medium,urban,free_gift,0,0,4,268
2023-05-08,8,medium,urban,bogo,0,0,2,312
2023-05-09,25,medium,rural,flat_discount,0,0,6,199
2023-05-12,46,small,urban,loyalty_points,0,0,2,268
2023-05-12,4,medium,semi-urban,flat_discount,0,0,7,227
2023-05-12,33,small,semi-urban,bogo,0,0,3,219
2023-05-14,1,large,semi-urban,bogo,1,0,9,318
2023-05-15,19,medium,semi-urban,bogo,0,0,5,314
2023-05-17,31,small,urban,flat_discount,0,0,8,254
2023-05-17,16,small,semi-urban,category_offer,0,0,6,163
2023-05-18,14,medium,urban,flat_discount,0,0,8,308
2023-05-18,48,medium,semi-urban,category_offer,0,0,3,241
2023-05-18,5,medium,urban,flat_discount,0,0,3,302
2023-05-19,41,small,semi-urban,flat_discount,0,0,5,206
2023-05-20,26,medium,urban,loyalty_points,1,0,3,287
2023-05-21,28,medium,urban,flat_discount,1,0,8,334
2023-05-24,2,medium,urban,category_offer,0,0,8,242
2023-05-25,50,medium,urban,free_gift,0,1,2,409
2023-05-26,6,medium,rural,flat_discount,0,0,4,201
2023-05-26,9,small,urban,loyalty_points,0,0,1,265
2023-05-26,33,large,rural,flat_discount,0,0,4,270
2023-05-27,41,medium,rural,loyalty_points,1,0,4,250
2023-05-28,25,medium,semi-urban,flat_discount,1,0,9,308
2023-05-28,48,small,urban,loyalty_points,1,0,3,250
2023-05-29,13,medium,urban,flat_discount,0,1,2,400
2023-05-31,9,small,rural,free_gift,0,0,9,95
2023-05-31,13,medium,urban,category_offer,0,0,9,235
2023-06-01,31,large,urban,loyalty_points,0,0,1,283
2023-06-02,41,medium,semi-urban,loyalty_points,0,0,6,185
2023-06-02,11,small,rural,category_offer,0,0,8,150
2023-06-05,4,small,rural,loyalty_points,0,0,3,170
2023-06-05,34,medium,urban,flat_discount,0,0,9,295
2023-06-05,38,small,semi-urban,bogo,0,0,2,245
2023-06-06,46,small,urban,bogo,0,0,6,245
2023-06-08,4,large,urban,bogo,0,0,1,366
2023-06-08,38,medium,rural,bogo,0,0,7,242
2023-06-09,19,small,urban,free_gift,0,0,3,264
2023-06-09,6,large,urban,flat_discount,0,0,7,343
2023-06-10,34,small,urban,category_offer,1,0,4,273
2023-06-10,18,large,rural,flat_discount,1,0,9,280
2023-06-10,13,medium,rural,bogo,1,0,5,273
2023-06-16,41,large,semi-urban,free_gift,0,0,3,272
2023-06-18,23,medium,rural,category_offer,1,0,8,233
2023-06-21,19,large,urban,category_offer,0,0,6,308
2023-06-21,45,large,semi-urban,category_offer,0,0,2,296
2023-06-22,11,small,urban,flat_discount,0,0,3,254
2023-06-24,1,large,urban,free_gift,1,0,8,351
2023-06-25,24,medium,semi-urban,flat_discount,1,0,7,297
2023-06-26,7,medium,rural,bogo,0,0,6,229
2023-06-27,25,medium,urban,bogo,0,0,1,293
2023-06-30,21,medium,urban,flat_discount,0,0,9,234
2023-06-30,15,small,urban,bogo,0,0,3,253
2023-06-30,1,medium,urban,loyalty_points,0,0,5,266
2023-07-01,12,medium,rural,loyalty_points,1,0,7,216
2023-07-02,7,large,semi-urban,bogo,1,0,7,343
2023-07-04,15,large,semi-urban,flat_discount,0,0,3,312
2023-07-04,21,medium,rural,flat_discount,0,0,4,246
2023-07-05,19,medium,urban,bogo,0,0,7,272
2023-07-05,29,small,semi-urban,loyalty_points,0,0,8,195
2023-07-06,25,small,semi-urban,flat_discount,0,0,2,252
2023-07-08,33,small,semi-urban,category_offer,1,0,9,194
2023-07-11,49,medium,rural,flat_discount,0,1,7,283
2023-07-13,32,small,rural,loyalty_points,0,0,8,175
2023-07-14,49,large,urban,bogo,0,1,6,418
2023-07-15,35,medium,rural,category_offer,1,0,6,191
2023-07-17,44,medium,urban,bogo,0,0,9,258
2023-07-17,38,medium,urban,free_gift,0,0,4,271
2023-07-18,26,small,urban,flat_discount,0,0,5,220
2023-07-18,11,medium,urban,flat_discount,0,0,9,267
2023-07-18,35,medium,semi-urban,loyalty_points,0,0,1,232
2023-07-19,8,medium,semi-urban,loyalty_points,0,0,4,259
2023-07-20,46,medium,rural,loyalty_points,0,0,7,181
2023-07-20,14,large,semi-urban,free_gift,0,0,9,294
2023-07-21,10,large,semi-urban,category_offer,0,0,6,302
2023-07-23,2,medium,urban,flat_discount,1,0,8,361
2023-07-24,46,medium,urban,bogo,0,0,9,300
2023-07-24,9,medium,semi-urban,bogo,0,0,4,223
2023-07-28,3,small,semi-urban,category_offer,0,0,1,213
2023-07-28,21,medium,rural,bogo,0,0,8,262
2023-07-29,26,small,urban,flat_discount,1,0,2,301
2023-07-29,8,medium,urban,free_gift,1,0,1,375
2023-07-29,48,medium,semi-urban,category_offer,1,0,7,290
2023-07-31,2,small,urban,bogo,0,1,9,347
2023-08-01,6,large,urban,flat_discount,0,0,9,345
2023-08-01,28,large,semi-urban,flat_discount,0,0,3,309
2023-08-02,29,medium,urban,flat_discount,0,0,6,224
2023-08-02,26,medium,semi-urban,bogo,0,0,7,251
2023-08-03,25,large,urban,category_offer,0,0,9,322
2023-08-04,12,small,urban,free_gift,0,0,2,223
2023-08-08,5,large,urban,category_offer,0,0,8,290
2023-08-10,34,small,rural,bogo,0,0,7,172
2023-08-11,48,large,urban,category_offer,0,0,4,352
2023-08-11,37,small,rural,flat_discount,0,0,2,241
2023-08-11,15,large,urban,free_gift,0,1,8,363
2023-08-13,44,large,rural,category_offer,1,0,5,293
2023-08-16,36,small,urban,flat_discount,0,0,6,229
2023-08-16,15,medium,semi-urban,flat_discount,0,0,7,264
2023-08-17,43,large,semi-urban,loyalty_points,0,0,1,284
2023-08-18,48,medium,rural,bogo,0,0,8,256
2023-08-19,23,large,urban,category_offer,1,0,4,361
2023-08-21,6,medium,urban,flat_discount,0,0,9,351
2023-08-24,46,medium,urban,category_offer,0,0,1,251
2023-08-24,50,small,rural,bogo,0,0,2,171
2023-08-27,44,small,semi-urban,flat_discount,1,0,6,247
2023-08-27,43,large,rural,free_gift,1,0,1,272
2023-08-28,45,medium,urban,flat_discount,0,0,4,255
2023-08-30,21,medium,urban,bogo,0,0,8,270
2023-09-01,23,medium,urban,flat_discount,0,0,5,266
2023-09-02,43,medium,rural,flat_discount,1,0,9,239
2023-09-02,16,large,semi-urban,bogo,1,0,6,364
2023-09-05,47,large,rural,flat_discount,0,0,1,269
2023-09-05,15,medium,urban,loyalty_points,0,0,6,247
2023-09-05,25,large,semi-urban,flat_discount,0,0,6,314
2023-09-07,36,large,semi-urban,free_gift,0,0,6,257
2023-09-08,11,medium,urban,flat_discount,0,0,8,274
2023-09-09,15,large,rural,bogo,1,1,6,416
2023-09-12,4,small,rural,loyalty_points,0,0,5,106
2023-09-15,21,small,rural,flat_discount,0,0,2,139
2023-09-15,13,large,semi-urban,loyalty_points,0,0,4,271
2023-09-16,22,medium,urban,flat_discount,1,0,5,347
2023-09-16,19,large,urban,category_offer,1,0,4,404
2023-09-16,34,large,rural,free_gift,1,1,2,392
2023-09-17,14,small,urban,loyalty_points,1,1,7,354
2023-09-18,4,large,semi-urban,free_gift,0,0,2,284
2023-09-19,48,medium,semi-urban,free_gift,0,1,1,339
2023-09-20,46,medium,semi-urban,flat_discount,0,0,5,296
2023-09-20,27,medium,rural,flat_discount,0,0,1,188
2023-09-21,29,large,urban,loyalty_points,0,0,1,317
2023-09-24,47,small,urban,bogo,1,0,1,375
2023-09-25,28,medium,urban,bogo,0,1,6,389
2023-09-26,35,medium,semi-urban,category_offer,0,0,9,259
2023-09-26,8,medium,urban,bogo,0,0,1,301
2023-09-26,16,medium,urban,loyalty_points,0,0,5,254
2023-09-26,42,small,rural,category_offer,0,0,9,153
2023-09-26,36,small,rural,free_gift,0,0,9,107
2023-09-27,30,medium,urban,loyalty_points,0,1,1,317
2023-09-28,18,large,urban,flat_discount,0,0,8,293
2023-10-01,2,small,rural,bogo,1,0,1,282
2023-10-02,49,small,urban,free_gift,0,0,8,247
2023-10-02,13,large,urban,flat_discount,0,0,1,350
2023-10-03,4,small,urban,category_offer,0,0,5,245
2023-10-04,26,large,semi-urban,loyalty_points,0,0,8,246
2023-10-05,25,medium,urban,bogo,0,0,6,332
2023-10-07,30,large,rural,bogo,1,0,9,318
2023-10-08,11,small,semi-urban,loyalty_points,1,0,1,238
2023-10-08,7,small,semi-urban,bogo,1,0,9,256
2023-10-08,31,medium,urban,free_gift,1,0,1,349
2023-10-09,44,large,semi-urban,bogo,0,0,3,305
2023-10-10,10,medium,semi-urban,loyalty_points,0,0,1,256
2023-10-11,39,small,rural,free_gift,0,1,3,232
2023-10-15,13,large,rural,category_offer,1,0,2,271
2023-10-16,31,large,semi-urban,category_offer,0,0,2,296
2023-10-16,7,medium,rural,bogo,0,0,9,230
2023-10-18,49,large,rural,bogo,0,0,8,264
2023-10-18,42,large,rural,loyalty_points,0,0,1,269
2023-10-19,42,medium,urban,bogo,0,0,4,292
2023-10-20,36,small,urban,category_offer,0,0,1,231
2023-10-21,20,medium,urban,loyalty_points,1,0,1,346
2023-10-22,4,small,semi-urban,free_gift,1,0,4,286
2023-10-23,7,medium,semi-urban,category_offer,0,0,2,278
2023-10-23,1,medium,semi-urban,category_offer,0,0,3,228
2023-10-24,44,small,rural,loyalty_points,0,1,9,253
2023-10-24,45,medium,rural,bogo,0,0,2,230
2023-10-25,42,small,rural,flat_discount,0,0,4,170
2023-10-26,47,large,urban,bogo,0,0,1,298
2023-10-26,13,large,semi-urban,category_offer,0,0,2,320
2023-10-26,22,small,urban,free_gift,0,0,5,213
2023-10-27,21,large,urban,category_offer,0,0,1,313
2023-10-28,22,medium,urban,bogo,1,0,7,321
2023-10-28,28,small,urban,category_offer,1,0,4,290
2023-10-28,9,small,semi-urban,flat_discount,1,0,6,247
2023-10-29,26,medium,rural,category_offer,1,0,8,208
2023-10-30,9,large,urban,free_gift,0,0,6,323
2023-11-01,15,medium,semi-urban,flat_discount,0,0,2,228
2023-11-03,10,small,semi-urban,bogo,0,0,1,221
2023-11-03,24,small,urban,category_offer,0,0,8,163
2023-11-05,42,medium,semi-urban,free_gift,1,0,8,240
2023-11-07,8,small,urban,flat_discount,0,0,9,242
2023-11-07,24,small,semi-urban,loyalty_points,0,0,6,127
2023-11-07,16,small,semi-urban,category_offer,0,1,1,244
2023-11-08,49,large,urban,loyalty_points,0,0,9,282
2023-11-13,26,large,urban,bogo,0,0,3,337
2023-11-13,27,medium,semi-urban,free_gift,0,0,6,286
2023-11-13,37,large,rural,loyalty_points,0,0,9,268
2023-11-14,4,medium,urban,free_gift,0,0,3,259
2023-11-15,50,medium,semi-urban,category_offer,0,0,5,243
2023-11-15,24,small,semi-urban,bogo,0,0,5,248
2023-11-16,19,medium,rural,bogo,0,0,7,224
2023-11-16,36,large,rural,flat_discount,0,0,4,235
2023-11-16,39,medium,semi-urban,flat_discount,0,0,4,257
2023-11-17,10,medium,semi-urban,flat_discount,0,0,7,244
2023-11-18,25,medium,rural,flat_discount,1,0,9,252
2023-11-19,18,small,urban,loyalty_points,1,0,4,274
2023-11-19,19,large,urban,flat_discount,1,0,4,359
2023-11-20,36,medium,urban,category_offer,0,0,6,233
2023-11-20,10,medium,rural,loyalty_points,0,1,6,274
2023-11-20,33,medium,rural,free_gift,0,0,7,218
2023-11-21,50,medium,urban,flat_discount,0,0,1,272
2023-11-21,5,small,semi-urban,category_offer,0,0,3,219
2023-11-21,47,medium,semi-urban,free_gift,0,0,9,183
2023-11-22,49,small,urban,category_offer,0,0,6,207
2023-11-23,35,medium,rural,category_offer,0,0,6,195
2023-11-24,44,large,urban,loyalty_points,0,0,5,279
2023-11-28,34,large,urban,free_gift,0,0,3,306
2023-11-28,33,medium,semi-urban,bogo,0,0,5,316
2023-11-29,21,medium,semi-urban,category_offer,0,1,1,300
2023-11-30,17,small,urban,flat_discount,0,0,3,317
2023-11-30,22,large,semi-urban,loyalty_points,0,0,4,273
2023-11-30,48,small,semi-urban,flat_discount,0,0,5,217
2023-12-01,37,medium,urban,bogo,0,0,9,304
2023-12-01,15,small,urban,category_offer,0,0,4,291
2023-12-01,35,small,semi-urban,free_gift,0,0,3,181
2023-12-03,28,medium,urban,bogo,1,0,1,333
2023-12-04,7,small,rural,free_gift,0,0,6,153
2023-12-05,32,medium,rural,loyalty_points,0,1,7,269
2023-12-06,11,medium,rural,bogo,0,0,8,192
2023-12-08,10,small,urban,loyalty_points,0,0,1,227
2023-12-10,9,medium,rural,flat_discount,1,1,4,400
2023-12-10,14,small,semi-urban,category_offer,1,0,5,238
2023-12-10,13,small,urban,loyalty_points,1,0,2,261
2023-12-11,25,medium,urban,flat_discount,0,0,1,286
2023-12-11,2,small,urban,bogo,0,0,8,278
2023-12-11,35,large,semi-urban,flat_discount,0,0,6,271
2023-12-11,7,small,semi-urban,category_offer,0,0,5,236
2023-12-12,21,small,urban,free_gift,0,0,9,271
2023-12-13,18,medium,semi-urban,category_offer,0,0,2,245
2023-12-14,3,medium,urban,flat_discount,0,0,8,280
2023-12-15,42,small,semi-urban,flat_discount,0,0,9,228
2023-12-15,39,medium,urban,flat_discount,0,0,1,329
2023-12-15,41,small,rural,bogo,0,0,7,178
2023-12-15,49,large,rural,free_gift,0,0,8,232
2023-12-16,11,medium,semi-urban,loyalty_points,1,0,3,237
2023-12-18,39,large,urban,category_offer,0,0,4,318
2023-12-19,24,large,urban,bogo,0,0,3,367
2023-12-20,46,medium,rural,loyalty_points,0,0,7,155
2023-12-21,19,large,urban,category_offer,0,0,9,281
2023-12-22,4,medium,urban,loyalty_points,0,0,3,227
2023-12-23,26,large,urban,free_gift,1,0,6,334
2023-12-24,38,small,semi-urban,bogo,1,0,8,279
2023-12-25,42,medium,semi-urban,flat_discount,0,1,6,313
2023-12-26,32,medium,rural,category_offer,0,0,2,206
2023-12-27,39,medium,urban,flat_discount,0,0,7,243
2023-12-27,45,medium,urban,bogo,0,0,2,318
2023-12-28,46,medium,rural,free_gift,0,1,2,302
2023-12-28,36,small,rural,free_gift,0,0,2,165
2023-12-28,40,small,urban,free_gift,0,0,1,242
2023-12-28,37,medium,semi-urban,flat_discount,0,0,1,271
2023-12-30,33,medium,urban,bogo,1,0,7,323
2023-12-30,36,large,rural,free_gift,1,0,5,263
2023-12-31,3,large,urban,loyalty_points,1,0,3,391
2023-12-31,9,large,rural,category_offer,1,0,1,286
2024-01-01,8,medium,semi-urban,loyalty_points,0,1,6,294
2024-01-02,33,small,semi-urban,category_offer,0,1,1,307
2024-01-02,6,small,urban,free_gift,0,0,9,311
2024-01-03,41,large,semi-urban,flat_discount,0,0,2,272
2024-01-05,39,medium,semi-urban,category_offer,0,0,1,253
2024-01-05,4,small,urban,free_gift,0,0,7,211
2024-01-06,13,medium,semi-urban,free_gift,1,0,6,268
2024-01-06,49,large,rural,free_gift,1,0,6,278
2024-01-08,2,medium,semi-urban,free_gift,0,0,5,211
2024-01-08,5,medium,semi-urban,bogo,0,0,4,271
2024-01-09,44,medium,urban,free_gift,0,0,4,241
2024-01-09,27,small,semi-urban,flat_discount,0,0,3,244
2024-01-09,32,medium,urban,category_offer,0,0,8,257
2024-01-10,21,medium,semi-urban,flat_discount,0,0,7,259
2024-01-11,8,small,rural,flat_discount,0,0,9,166
2024-01-13,38,large,semi-urban,bogo,1,0,1,357
2024-01-14,8,medium,urban,category_offer,1,0,7,311
2024-01-16,50,large,urban,bogo,0,0,4,318
2024-01-18,3,large,semi-urban,bogo,0,0,7,295
2024-01-18,44,small,semi-urban,free_gift,0,0,1,190
2024-01-18,3,medium,rural,bogo,0,0,5,222
2024-01-19,22,medium,rural,loyalty_points,0,0,3,148
2024-01-20,6,large,semi-urban,loyalty_points,1,0,5,338
2024-01-20,2,small,urban,free_gift,1,0,4,265
2024-01-21,23,medium,urban,bogo,1,1,2,468
2024-01-21,44,medium,urban,category_offer,1,0,4,339
2024-01-22,2,small,urban,flat_discount,0,0,3,223
2024-01-22,38,small,semi-urban,free_gift,0,1,1,264
2024-01-23,17,medium,semi-urban,bogo,0,0,8,325
2024-01-24,35,medium,semi-urban,loyalty_points,0,0,5,263
2024-01-24,34,medium,urban,flat_discount,0,0,4,292
2024-01-25,23,medium,urban,free_gift,0,0,5,281
2024-01-28,30,medium,urban,category_offer,1,1,4,377
2024-01-29,8,medium,urban,free_gift,0,0,3,291
2024-01-29,22,small,rural,flat_discount,0,0,5,172
2024-01-29,44,large,urban,loyalty_points,0,0,4,247
2024-01-29,36,small,semi-urban,free_gift,0,0,1,178
2024-01-29,5,medium,urban,free_gift,0,0,3,281
2024-01-31,13,small,rural,flat_discount,0,0,8,152
2024-01-31,29,small,semi-urban,free_gift,0,0,7,192
2024-01-31,31,medium,urban,bogo,0,0,2,287
2024-02-01,47,small,semi-urban,flat_discount,0,0,1,207
